TxHash,Timestamp,Chain,Asset,TokenName,Direction,From,To,Value,BlockNumber,GasCost
0x4526909dba2be9d7d12993204e6242b6df29c0337d06f93cc195960d3f0f518f,1716986083,Arbitrum One,Claim $GPepe rewards at https://gpepe.gift,$ gpepe.gift,receive,0x0000000000000000000000000000000000000000,0xf23649b5df0e12ba04c6fa1874b03265f79c636b,7240000.0,216249374,
0x6270b46761de95028e6763fd1277ec2d826fa02972e3da09d65a4ac01d5e0d76,1717083282,Arbitrum One,Claim $RIO rewards at https://realio.farm,$ realio.farm,receive,0x0000000000000000000000000000000000000000,0xf23649b5df0e12ba04c6fa1874b03265f79c636b,24000.0,216637663,
